signal_id,material_code,plant_code,period_date,period_type,demand_type,volume_rc,week_label
405,32000004,7101,2026-03-09,WEEK,POST_FCST,10515.0,w11
406,32000004,7101,2026-03-16,WEEK,POST_FCST,11571.0,w12
407,32000004,7101,2026-03-23,WEEK,POST_FCST,11280.0,w13
408,32000004,7101,2026-03-30,WEEK,POST_FCST,10704.0,w14
409,32000004,7101,2026-04-06,WEEK,POST_FCST,10757.0,w15
410,32000004,7101,2026-04-13,WEEK,POST_FCST,10746.0,w16
411,32000004,7101,2026-04-20,WEEK,POST_FCST,9684.0,w17
412,32000004,7101,2026-04-27,WEEK,POST_FCST,10029.0,w18
413,32000004,7101,2026-05-04,WEEK,POST_FCST,9549.0,w19
414,32000004,7101,2026-05-11,WEEK,POST_FCST,9211.0,w20
415,32000004,7101,2026-05-18,WEEK,POST_FCST,8379.0,w21
416,32000004,7101,2026-05-25,WEEK,POST_FCST,8376.0,w22
417,32000004,7101,2026-06-01,WEEK,POST_FCST,8158.0,w23
418,32000004,7101,2026-06-08,WEEK,POST_FCST,7759.0,w24
419,32000004,7101,2026-06-15,WEEK,POST_FCST,7588.0,w25
420,32000004,7101,2026-06-22,WEEK,POST_FCST,7722.0,w26
421,32000004,7101,2026-06-29,WEEK,POST_FCST,7594.0,w27
422,32000004,7101,2026-07-06,WEEK,POST_FCST,7262.0,w28
423,32000004,7101,2026-07-13,WEEK,POST_FCST,7683.0,w29
424,32000004,7101,2026-07-20,WEEK,POST_FCST,7701.0,w30
425,32000004,7101,2026-07-27,WEEK,POST_FCST,7672.0,w31
426,32000004,7101,2026-08-03,WEEK,POST_FCST,7865.0,w32
427,32000004,7101,2026-08-10,WEEK,POST_FCST,8159.0,w33
428,32000004,7101,2026-08-17,WEEK,POST_FCST,8411.0,w34
429,32000004,7101,2026-08-24,WEEK,POST_FCST,8267.0,w35
430,32000004,7101,2026-08-31,WEEK,POST_FCST,8043.0,w36
431,32000004,7101,2026-09-07,WEEK,POST_FCST,9053.0,w37
432,32000004,7101,2026-09-14,WEEK,POST_FCST,9207.0,w38
433,32000004,7101,2026-09-21,WEEK,POST_FCST,8856.0,w39
434,32000004,7101,2026-09-28,WEEK,POST_FCST,9437.0,w40
435,32000004,7101,2026-10-05,WEEK,POST_FCST,9827.0,w41
436,32000004,7101,2026-10-12,WEEK,POST_FCST,9809.0,w42
437,32000004,7101,2026-10-19,WEEK,POST_FCST,10033.0,w43
438,32000004,7101,2026-10-26,WEEK,POST_FCST,10044.0,w44
439,32000004,7101,2026-11-02,WEEK,POST_FCST,10246.0,w45
440,32000004,7101,2026-11-09,WEEK,POST_FCST,10648.0,w46
441,32000004,7101,2026-11-16,WEEK,POST_FCST,11221.0,w47
442,32000004,7101,2026-11-23,WEEK,POST_FCST,10761.0,w48
443,32000004,7101,2026-11-30,WEEK,POST_FCST,8189.0,w49
444,32000004,7101,2026-12-07,WEEK,POST_FCST,8232.0,w50
445,32000004,7101,2026-12-14,WEEK,POST_FCST,8325.0,w51
446,32000004,7101,2026-12-21,WEEK,POST_FCST,8579.0,w52
447,32000004,7101,2025-12-29,WEEK,ACTUAL,7984.0,w01
448,32000004,7101,2026-01-05,WEEK,ACTUAL,7985.0,w02
449,32000004,7101,2026-01-12,WEEK,ACTUAL,8366.0,w03
450,32000004,7101,2026-01-19,WEEK,ACTUAL,8087.0,w04
451,32000004,7101,2026-01-26,WEEK,ACTUAL,8652.0,w05
452,32000004,7101,2026-02-02,WEEK,ACTUAL,8896.0,w06
453,32000004,7101,2026-02-09,WEEK,ACTUAL,8562.0,w07
454,32000004,7101,2026-02-16,WEEK,ACTUAL,8600.0,w08
455,32000004,7101,2026-02-23,WEEK,ACTUAL,10166.0,w09
456,32000004,7101,2026-03-02,WEEK,ACTUAL,10471.0,w10
457,32000005,7101,2025-12-29,WEEK,IBP,5862.0,w01
458,32000005,7101,2026-01-05,WEEK,IBP,5673.0,w02
459,32000005,7101,2026-01-12,WEEK,IBP,5748.0,w03
460,32000005,7101,2026-01-19,WEEK,IBP,5765.0,w04
461,32000005,7101,2026-01-26,WEEK,IBP,6108.0,w05
462,32000005,7101,2026-02-02,WEEK,IBP,6354.0,w06
463,32000005,7101,2026-02-09,WEEK,IBP,6170.0,w07
464,32000005,7101,2026-02-16,WEEK,IBP,6466.0,w08
465,32000005,7101,2026-02-23,WEEK,IBP,6999.0,w09
466,32000005,7101,2026-03-02,WEEK,IBP,7398.0,w10
467,32000005,7101,2026-03-09,WEEK,IBP,7251.0,w11
468,32000005,7101,2026-03-16,WEEK,IBP,7952.0,w12
469,32000005,7101,2026-03-23,WEEK,IBP,7723.0,w13
470,32000005,7101,2026-03-30,WEEK,IBP,7479.0,w14
471,32000005,7101,2026-04-06,WEEK,IBP,7243.0,w15
472,32000005,7101,2026-04-13,WEEK,IBP,7257.0,w16
473,32000005,7101,2026-04-20,WEEK,IBP,6745.0,w17
474,32000005,7101,2026-04-27,WEEK,IBP,7028.0,w18
475,32000005,7101,2026-05-04,WEEK,IBP,6462.0,w19
476,32000005,7101,2026-05-11,WEEK,IBP,6175.0,w20
477,32000005,7101,2026-05-18,WEEK,IBP,5839.0,w21
478,32000005,7101,2026-05-25,WEEK,IBP,5596.0,w22
479,32000005,7101,2026-06-01,WEEK,IBP,5455.0,w23
480,32000005,7101,2026-06-08,WEEK,IBP,5181.0,w24
481,32000005,7101,2026-06-15,WEEK,IBP,5233.0,w25
482,32000005,7101,2026-06-22,WEEK,IBP,5134.0,w26
483,32000005,7101,2026-06-29,WEEK,IBP,5156.0,w27
484,32000005,7101,2026-07-06,WEEK,IBP,5130.0,w28
485,32000005,7101,2026-07-13,WEEK,IBP,5231.0,w29
486,32000005,7101,2026-07-20,WEEK,IBP,5281.0,w30
487,32000005,7101,2026-07-27,WEEK,IBP,5210.0,w31
488,32000005,7101,2026-08-03,WEEK,IBP,5218.0,w32
489,32000005,7101,2026-08-10,WEEK,IBP,5552.0,w33
490,32000005,7101,2026-08-17,WEEK,IBP,5756.0,w34
491,32000005,7101,2026-08-24,WEEK,IBP,5677.0,w35
492,32000005,7101,2026-08-31,WEEK,IBP,5641.0,w36
493,32000005,7101,2026-09-07,WEEK,IBP,6058.0,w37
494,32000005,7101,2026-09-14,WEEK,IBP,6144.0,w38
495,32000005,7101,2026-09-21,WEEK,IBP,6113.0,w39
496,32000005,7101,2026-09-28,WEEK,IBP,6162.0,w40
497,32000005,7101,2026-10-05,WEEK,IBP,6663.0,w41
498,32000005,7101,2026-10-12,WEEK,IBP,6814.0,w42
499,32000005,7101,2026-10-19,WEEK,IBP,6669.0,w43
500,32000005,7101,2026-10-26,WEEK,IBP,6862.0,w44
501,32000005,7101,2026-11-02,WEEK,IBP,7203.0,w45
502,32000005,7101,2026-11-09,WEEK,IBP,7513.0,w46
503,32000005,7101,2026-11-16,WEEK,IBP,7333.0,w47
504,32000005,7101,2026-11-23,WEEK,IBP,7539.0,w48
505,32000005,7101,2026-11-30,WEEK,IBP,5823.0,w49
506,32000005,7101,2026-12-07,WEEK,IBP,5610.0,w50
507,32000005,7101,2026-12-14,WEEK,IBP,5772.0,w51
508,32000005,7101,2026-12-21,WEEK,IBP,5630.0,w52
509,32000005,7101,2025-12-29,WEEK,POST_FCST,5324.0,w01
510,32000005,7101,2026-01-05,WEEK,POST_FCST,5387.0,w02
511,32000005,7101,2026-01-12,WEEK,POST_FCST,5598.0,w03
512,32000005,7101,2026-01-19,WEEK,POST_FCST,5657.0,w04
513,32000005,7101,2026-01-26,WEEK,POST_FCST,6210.0,w05
514,32000005,7101,2026-02-02,WEEK,POST_FCST,6000.0,w06
515,32000005,7101,2026-02-09,WEEK,POST_FCST,6131.0,w07
516,32000005,7101,2026-02-16,WEEK,POST_FCST,5907.0,w08
517,32000005,7101,2026-02-23,WEEK,POST_FCST,6761.0,w09
518,32000005,7101,2026-03-02,WEEK,POST_FCST,7377.0,w10
519,32000005,7101,2026-03-09,WEEK,POST_FCST,6871.0,w11
520,32000005,7101,2026-03-16,WEEK,POST_FCST,7179.0,w12
521,32000005,7101,2026-03-23,WEEK,POST_FCST,7251.0,w13
522,32000005,7101,2026-03-30,WEEK,POST_FCST,6879.0,w14
523,32000005,7101,2026-04-06,WEEK,POST_FCST,6968.0,w15
524,32000005,7101,2026-04-13,WEEK,POST_FCST,6921.0,w16
525,32000005,7101,2026-04-20,WEEK,POST_FCST,6559.0,w17
526,32000005,7101,2026-04-27,WEEK,POST_FCST,6807.0,w18
527,32000005,7101,2026-05-04,WEEK,POST_FCST,6486.0,w19
528,32000005,7101,2026-05-11,WEEK,POST_FCST,5973.0,w20
529,32000005,7101,2026-05-18,WEEK,POST_FCST,5664.0,w21
530,32000005,7101,2026-05-25,WEEK,POST_FCST,5338.0,w22
531,32000005,7101,2026-06-01,WEEK,POST_FCST,5263.0,w23
532,32000005,7101,2026-06-08,WEEK,POST_FCST,5020.0,w24
533,32000005,7101,2026-06-15,WEEK,POST_FCST,4999.0,w25
534,32000005,7101,2026-06-22,WEEK,POST_FCST,4914.0,w26
535,32000005,7101,2026-06-29,WEEK,POST_FCST,4971.0,w27
536,32000005,7101,2026-07-06,WEEK,POST_FCST,4925.0,w28
537,32000005,7101,2026-07-13,WEEK,POST_FCST,4977.0,w29
538,32000005,7101,2026-07-20,WEEK,POST_FCST,5242.0,w30
539,32000005,7101,2026-07-27,WEEK,POST_FCST,5223.0,w31
540,32000005,7101,2026-08-03,WEEK,POST_FCST,4968.0,w32
541,32000005,7101,2026-08-10,WEEK,POST_FCST,5379.0,w33
542,32000005,7101,2026-08-17,WEEK,POST_FCST,5385.0,w34
543,32000005,7101,2026-08-24,WEEK,POST_FCST,5674.0,w35
544,32000005,7101,2026-08-31,WEEK,POST_FCST,5632.0,w36
545,32000005,7101,2026-09-07,WEEK,POST_FCST,5740.0,w37
546,32000005,7101,2026-09-14,WEEK,POST_FCST,5713.0,w38
547,32000005,7101,2026-09-21,WEEK,POST_FCST,5938.0,w39
548,32000005,7101,2026-09-28,WEEK,POST_FCST,6070.0,w40
549,32000005,7101,2026-10-05,WEEK,POST_FCST,6393.0,w41
550,32000005,7101,2026-10-12,WEEK,POST_FCST,6364.0,w42
551,32000005,7101,2026-10-19,WEEK,POST_FCST,6410.0,w43
552,32000005,7101,2026-10-26,WEEK,POST_FCST,6890.0,w44
553,32000005,7101,2026-11-02,WEEK,POST_FCST,7313.0,w45
554,32000005,7101,2026-11-09,WEEK,POST_FCST,7165.0,w46
555,32000005,7101,2026-11-16,WEEK,POST_FCST,7069.0,w47
556,32000005,7101,2026-11-23,WEEK,POST_FCST,7290.0,w48
557,32000005,7101,2026-11-30,WEEK,POST_FCST,5288.0,w49
558,32000005,7101,2026-12-07,WEEK,POST_FCST,5682.0,w50
559,32000005,7101,2026-12-14,WEEK,POST_FCST,5332.0,w51
560,32000005,7101,2026-12-21,WEEK,POST_FCST,5534.0,w52
561,32000005,7101,2025-12-29,WEEK,ACTUAL,5244.0,w01
562,32000005,7101,2026-01-05,WEEK,ACTUAL,5425.0,w02
563,32000005,7101,2026-01-12,WEEK,ACTUAL,5488.0,w03
564,32000005,7101,2026-01-19,WEEK,ACTUAL,5603.0,w04
565,32000005,7101,2026-01-26,WEEK,ACTUAL,5720.0,w05
566,32000005,7101,2026-02-02,WEEK,ACTUAL,5581.0,w06
567,32000005,7101,2026-02-09,WEEK,ACTUAL,5671.0,w07
568,32000005,7101,2026-02-16,WEEK,ACTUAL,6214.0,w08
569,32000005,7101,2026-02-23,WEEK,ACTUAL,7040.0,w09
570,32000005,7101,2026-03-02,WEEK,ACTUAL,7089.0,w10
571,32000006,7101,2025-12-29,WEEK,IBP,6801.0,w01
572,32000006,7101,2026-01-05,WEEK,IBP,6827.0,w02
573,32000006,7101,2026-01-12,WEEK,IBP,6628.0,w03
574,32000006,7101,2026-01-19,WEEK,IBP,6928.0,w04
575,32000006,7101,2026-01-26,WEEK,IBP,7400.0,w05
576,32000006,7101,2026-02-02,WEEK,IBP,7384.0,w06
577,32000006,7101,2026-02-09,WEEK,IBP,7444.0,w07
578,32000006,7101,2026-02-16,WEEK,IBP,7234.0,w08
579,32000006,7101,2026-02-23,WEEK,IBP,8281.0,w09
580,32000006,7101,2026-03-02,WEEK,IBP,8914.0,w10
581,32000006,7101,2026-03-09,WEEK,IBP,8568.0,w11
582,32000006,7101,2026-03-16,WEEK,IBP,9182.0,w12
583,32000006,7101,2026-03-23,WEEK,IBP,8987.0,w13
584,32000006,7101,2026-03-30,WEEK,IBP,8730.0,w14
585,32000006,7101,2026-04-06,WEEK,IBP,8677.0,w15
586,32000006,7101,2026-04-13,WEEK,IBP,8377.0,w16
587,32000006,7101,2026-04-20,WEEK,IBP,8219.0,w17
588,32000006,7101,2026-04-27,WEEK,IBP,8013.0,w18
589,32000006,7101,2026-05-04,WEEK,IBP,7805.0,w19
590,32000006,7101,2026-05-11,WEEK,IBP,7425.0,w20
591,32000006,7101,2026-05-18,WEEK,IBP,7168.0,w21
592,32000006,7101,2026-05-25,WEEK,IBP,6798.0,w22
593,32000006,7101,2026-06-01,WEEK,IBP,6512.0,w23
594,32000006,7101,2026-06-08,WEEK,IBP,6179.0,w24
595,32000006,7101,2026-06-15,WEEK,IBP,5913.0,w25
596,32000006,7101,2026-06-22,WEEK,IBP,5997.0,w26
597,32000006,7101,2026-06-29,WEEK,IBP,6119.0,w27
598,32000006,7101,2026-07-06,WEEK,IBP,5920.0,w28
599,32000006,7101,2026-07-13,WEEK,IBP,6218.0,w29
600,32000006,7101,2026-07-20,WEEK,IBP,6255.0,w30
601,32000006,7101,2026-07-27,WEEK,IBP,6224.0,w31
602,32000006,7101,2026-08-03,WEEK,IBP,6389.0,w32
603,32000006,7101,2026-08-10,WEEK,IBP,6270.0,w33
604,32000006,7101,2026-08-17,WEEK,IBP,6456.0,w34
605,32000006,7101,2026-08-24,WEEK,IBP,6853.0,w35
606,32000006,7101,2026-08-31,WEEK,IBP,6758.0,w36
607,32000006,7101,2026-09-07,WEEK,IBP,7178.0,w37
608,32000006,7101,2026-09-14,WEEK,IBP,7272.0,w38
609,32000006,7101,2026-09-21,WEEK,IBP,7323.0,w39
610,32000006,7101,2026-09-28,WEEK,IBP,7578.0,w40
611,32000006,7101,2026-10-05,WEEK,IBP,7914.0,w41
612,32000006,7101,2026-10-12,WEEK,IBP,8070.0,w42
613,32000006,7101,2026-10-19,WEEK,IBP,8001.0,w43
614,32000006,7101,2026-10-26,WEEK,IBP,8292.0,w44
615,32000006,7101,2026-11-02,WEEK,IBP,8581.0,w45
616,32000006,7101,2026-11-09,WEEK,IBP,8573.0,w46
617,32000006,7101,2026-11-16,WEEK,IBP,9147.0,w47
618,32000006,7101,2026-11-23,WEEK,IBP,8927.0,w48
619,32000006,7101,2026-11-30,WEEK,IBP,6943.0,w49
620,32000006,7101,2026-12-07,WEEK,IBP,6738.0,w50
621,32000006,7101,2026-12-14,WEEK,IBP,6632.0,w51
622,32000006,7101,2026-12-21,WEEK,IBP,6777.0,w52
623,32000006,7101,2025-12-29,WEEK,POST_FCST,6694.0,w01
624,32000006,7101,2026-01-05,WEEK,POST_FCST,6621.0,w02
625,32000006,7101,2026-01-12,WEEK,POST_FCST,6659.0,w03
626,32000006,7101,2026-01-19,WEEK,POST_FCST,6583.0,w04
627,32000006,7101,2026-01-26,WEEK,POST_FCST,7260.0,w05
628,32000006,7101,2026-02-02,WEEK,POST_FCST,7350.0,w06
629,32000006,7101,2026-02-09,WEEK,POST_FCST,7007.0,w07
630,32000006,7101,2026-02-16,WEEK,POST_FCST,7144.0,w08
631,32000006,7101,2026-02-23,WEEK,POST_FCST,7944.0,w09
632,32000006,7101,2026-03-02,WEEK,POST_FCST,8780.0,w10
633,32000006,7101,2026-03-09,WEEK,POST_FCST,8750.0,w11
634,32000006,7101,2026-03-16,WEEK,POST_FCST,8452.0,w12
635,32000006,7101,2026-03-23,WEEK,POST_FCST,8919.0,w13
636,32000006,7101,2026-03-30,WEEK,POST_FCST,8737.0,w14
637,32000006,7101,2026-04-06,WEEK,POST_FCST,8234.0,w15
638,32000006,7101,2026-04-13,WEEK,POST_FCST,8169.0,w16
639,32000006,7101,2026-04-20,WEEK,POST_FCST,8059.0,w17
640,32000006,7101,2026-04-27,WEEK,POST_FCST,7509.0,w18
641,32000006,7101,2026-05-04,WEEK,POST_FCST,7593.0,w19
642,32000006,7101,2026-05-11,WEEK,POST_FCST,7034.0,w20
643,32000006,7101,2026-05-18,WEEK,POST_FCST,7057.0,w21
644,32000006,7101,2026-05-25,WEEK,POST_FCST,6610.0,w22
645,32000006,7101,2026-06-01,WEEK,POST_FCST,6394.0,w23
646,32000006,7101,2026-06-08,WEEK,POST_FCST,6033.0,w24
647,32000006,7101,2026-06-15,WEEK,POST_FCST,6019.0,w25
648,32000006,7101,2026-06-22,WEEK,POST_FCST,6011.0,w26
649,32000006,7101,2026-06-29,WEEK,POST_FCST,5765.0,w27
650,32000006,7101,2026-07-06,WEEK,POST_FCST,6004.0,w28
651,32000006,7101,2026-07-13,WEEK,POST_FCST,5759.0,w29
652,32000006,7101,2026-07-20,WEEK,POST_FCST,6026.0,w30
653,32000006,7101,2026-07-27,WEEK,POST_FCST,5914.0,w31
654,32000006,7101,2026-08-03,WEEK,POST_FCST,5862.0,w32
655,32000006,7101,2026-08-10,WEEK,POST_FCST,5966.0,w33
656,32000006,7101,2026-08-17,WEEK,POST_FCST,6470.0,w34
657,32000006,7101,2026-08-24,WEEK,POST_FCST,6417.0,w35
658,32000006,7101,2026-08-31,WEEK,POST_FCST,6617.0,w36
659,32000006,7101,2026-09-07,WEEK,POST_FCST,6588.0,w37
660,32000006,7101,2026-09-14,WEEK,POST_FCST,6916.0,w38
661,32000006,7101,2026-09-21,WEEK,POST_FCST,7173.0,w39
662,32000006,7101,2026-09-28,WEEK,POST_FCST,7316.0,w40
663,32000006,7101,2026-10-05,WEEK,POST_FCST,7367.0,w41
664,32000006,7101,2026-10-12,WEEK,POST_FCST,7747.0,w42
665,32000006,7101,2026-10-19,WEEK,POST_FCST,8041.0,w43
666,32000006,7101,2026-10-26,WEEK,POST_FCST,8004.0,w44
667,32000006,7101,2026-11-02,WEEK,POST_FCST,8142.0,w45
668,32000006,7101,2026-11-09,WEEK,POST_FCST,8128.0,w46
669,32000006,7101,2026-11-16,WEEK,POST_FCST,8834.0,w47
670,32000006,7101,2026-11-23,WEEK,POST_FCST,8439.0,w48
671,32000006,7101,2026-11-30,WEEK,POST_FCST,6695.0,w49
672,32000006,7101,2026-12-07,WEEK,POST_FCST,6515.0,w50
673,32000006,7101,2026-12-14,WEEK,POST_FCST,6728.0,w51
674,32000006,7101,2026-12-21,WEEK,POST_FCST,6655.0,w52
675,32000006,7101,2025-12-29,WEEK,ACTUAL,6751.0,w01
676,32000006,7101,2026-01-05,WEEK,ACTUAL,6256.0,w02
677,32000006,7101,2026-01-12,WEEK,ACTUAL,6574.0,w03
678,32000006,7101,2026-01-19,WEEK,ACTUAL,6295.0,w04
679,32000006,7101,2026-01-26,WEEK,ACTUAL,6990.0,w05
680,32000006,7101,2026-02-02,WEEK,ACTUAL,7114.0,w06
681,32000006,7101,2026-02-09,WEEK,ACTUAL,7321.0,w07
682,32000006,7101,2026-02-16,WEEK,ACTUAL,7414.0,w08
683,32000006,7101,2026-02-23,WEEK,ACTUAL,8219.0,w09
684,32000006,7101,2026-03-02,WEEK,ACTUAL,8199.0,w10
685,32000007,7101,2025-12-29,WEEK,IBP,5382.0,w01
686,32000007,7101,2026-01-05,WEEK,IBP,5485.0,w02
687,32000007,7101,2026-01-12,WEEK,IBP,5323.0,w03
688,32000007,7101,2026-01-19,WEEK,IBP,5282.0,w04
689,32000007,7101,2026-01-26,WEEK,IBP,5897.0,w05
690,32000007,7101,2026-02-02,WEEK,IBP,5873.0,w06
691,32000007,7101,2026-02-09,WEEK,IBP,5876.0,w07
692,32000007,7101,2026-02-16,WEEK,IBP,5854.0,w08
693,32000007,7101,2026-02-23,WEEK,IBP,6574.0,w09
694,32000007,7101,2026-03-02,WEEK,IBP,6827.0,w10
695,32000007,7101,2026-03-09,WEEK,IBP,7236.0,w11
696,32000007,7101,2026-03-16,WEEK,IBP,7269.0,w12
697,32000007,7101,2026-03-23,WEEK,IBP,7250.0,w13
698,32000007,7101,2026-03-30,WEEK,IBP,7106.0,w14
699,32000007,7101,2026-04-06,WEEK,IBP,6912.0,w15
700,32000007,7101,2026-04-13,WEEK,IBP,6943.0,w16
701,32000007,7101,2026-04-20,WEEK,IBP,6601.0,w17
702,32000007,7101,2026-04-27,WEEK,IBP,6330.0,w18
703,32000007,7101,2026-05-04,WEEK,IBP,6188.0,w19
704,32000007,7101,2026-05-11,WEEK,IBP,6084.0,w20
705,32000007,7101,2026-05-18,WEEK,IBP,5830.0,w21
706,32000007,7101,2026-05-25,WEEK,IBP,5289.0,w22
707,32000007,7101,2026-06-01,WEEK,IBP,5173.0,w23
708,32000007,7101,2026-06-08,WEEK,IBP,4929.0,w24
709,32000007,7101,2026-06-15,WEEK,IBP,5011.0,w25
710,32000007,7101,2026-06-22,WEEK,IBP,4789.0,w26
711,32000007,7101,2026-06-29,WEEK,IBP,4996.0,w27
712,32000007,7101,2026-07-06,WEEK,IBP,4911.0,w28
713,32000007,7101,2026-07-13,WEEK,IBP,5008.0,w29
714,32000007,7101,2026-07-20,WEEK,IBP,4979.0,w30
715,32000007,7101,2026-07-27,WEEK,IBP,4948.0,w31
716,32000007,7101,2026-08-03,WEEK,IBP,4932.0,w32
717,32000007,7101,2026-08-10,WEEK,IBP,5051.0,w33
718,32000007,7101,2026-08-17,WEEK,IBP,5200.0,w34
719,32000007,7101,2026-08-24,WEEK,IBP,5499.0,w35
720,32000007,7101,2026-08-31,WEEK,IBP,5359.0,w36
721,32000007,7101,2026-09-07,WEEK,IBP,5528.0,w37
722,32000007,7101,2026-09-14,WEEK,IBP,6005.0,w38
723,32000007,7101,2026-09-21,WEEK,IBP,6086.0,w39
724,32000007,7101,2026-09-28,WEEK,IBP,6101.0,w40
725,32000007,7101,2026-10-05,WEEK,IBP,6404.0,w41
726,32000007,7101,2026-10-12,WEEK,IBP,6257.0,w42
727,32000007,7101,2026-10-19,WEEK,IBP,6449.0,w43
728,32000007,7101,2026-10-26,WEEK,IBP,6700.0,w44
729,32000007,7101,2026-11-02,WEEK,IBP,7004.0,w45
730,32000007,7101,2026-11-09,WEEK,IBP,6884.0,w46
731,32000007,7101,2026-11-16,WEEK,IBP,7274.0,w47
732,32000007,7101,2026-11-23,WEEK,IBP,7180.0,w48
733,32000007,7101,2026-11-30,WEEK,IBP,5318.0,w49
734,32000007,7101,2026-12-07,WEEK,IBP,5420.0,w50
735,32000007,7101,2026-12-14,WEEK,IBP,5438.0,w51
736,32000007,7101,2026-12-21,WEEK,IBP,5434.0,w52
737,32000007,7101,2025-12-29,WEEK,POST_FCST,5030.0,w01
738,32000007,7101,2026-01-05,WEEK,POST_FCST,5357.0,w02
739,32000007,7101,2026-01-12,WEEK,POST_FCST,5102.0,w03
740,32000007,7101,2026-01-19,WEEK,POST_FCST,5046.0,w04
741,32000007,7101,2026-01-26,WEEK,POST_FCST,5898.0,w05
742,32000007,7101,2026-02-02,WEEK,POST_FCST,5929.0,w06
743,32000007,7101,2026-02-09,WEEK,POST_FCST,5886.0,w07
744,32000007,7101,2026-02-16,WEEK,POST_FCST,5862.0,w08
745,32000007,7101,2026-02-23,WEEK,POST_FCST,6581.0,w09
746,32000007,7101,2026-03-02,WEEK,POST_FCST,6788.0,w10
747,32000007,7101,2026-03-09,WEEK,POST_FCST,6537.0,w11
748,32000007,7101,2026-03-16,WEEK,POST_FCST,6969.0,w12
749,32000007,7101,2026-03-23,WEEK,POST_FCST,6949.0,w13
750,32000007,7101,2026-03-30,WEEK,POST_FCST,6630.0,w14
751,32000007,7101,2026-04-06,WEEK,POST_FCST,6881.0,w15
752,32000007,7101,2026-04-13,WEEK,POST_FCST,6498.0,w16
753,32000007,7101,2026-04-20,WEEK,POST_FCST,6031.0,w17
754,32000007,7101,2026-04-27,WEEK,POST_FCST,6100.0,w18
755,32000007,7101,2026-05-04,WEEK,POST_FCST,6068.0,w19
756,32000007,7101,2026-05-11,WEEK,POST_FCST,5526.0,w20
757,32000007,7101,2026-05-18,WEEK,POST_FCST,5613.0,w21
758,32000007,7101,2026-05-25,WEEK,POST_FCST,5094.0,w22
759,32000007,7101,2026-06-01,WEEK,POST_FCST,4932.0,w23
760,32000007,7101,2026-06-08,WEEK,POST_FCST,4872.0,w24
761,32000007,7101,2026-06-15,WEEK,POST_FCST,4802.0,w25
762,32000007,7101,2026-06-22,WEEK,POST_FCST,4623.0,w26
763,32000007,7101,2026-06-29,WEEK,POST_FCST,4747.0,w27
764,32000007,7101,2026-07-06,WEEK,POST_FCST,4705.0,w28
765,32000007,7101,2026-07-13,WEEK,POST_FCST,4695.0,w29
766,32000007,7101,2026-07-20,WEEK,POST_FCST,4929.0,w30
767,32000007,7101,2026-07-27,WEEK,POST_FCST,4951.0,w31
768,32000007,7101,2026-08-03,WEEK,POST_FCST,4897.0,w32
769,32000007,7101,2026-08-10,WEEK,POST_FCST,5079.0,w33
770,32000007,7101,2026-08-17,WEEK,POST_FCST,5246.0,w34
771,32000007,7101,2026-08-24,WEEK,POST_FCST,5287.0,w35
772,32000007,7101,2026-08-31,WEEK,POST_FCST,5340.0,w36
773,32000007,7101,2026-09-07,WEEK,POST_FCST,5546.0,w37
774,32000007,7101,2026-09-14,WEEK,POST_FCST,5697.0,w38
775,32000007,7101,2026-09-21,WEEK,POST_FCST,5774.0,w39
776,32000007,7101,2026-09-28,WEEK,POST_FCST,5836.0,w40
777,32000007,7101,2026-10-05,WEEK,POST_FCST,5817.0,w41
778,32000007,7101,2026-10-12,WEEK,POST_FCST,6323.0,w42
779,32000007,7101,2026-10-19,WEEK,POST_FCST,6426.0,w43
780,32000007,7101,2026-10-26,WEEK,POST_FCST,6105.0,w44
781,32000007,7101,2026-11-02,WEEK,POST_FCST,6829.0,w45
782,32000007,7101,2026-11-09,WEEK,POST_FCST,6559.0,w46
783,32000007,7101,2026-11-16,WEEK,POST_FCST,6773.0,w47
784,32000007,7101,2026-11-23,WEEK,POST_FCST,7157.0,w48
785,32000007,7101,2026-11-30,WEEK,POST_FCST,5059.0,w49
786,32000007,7101,2026-12-07,WEEK,POST_FCST,5332.0,w50
787,32000007,7101,2026-12-14,WEEK,POST_FCST,5338.0,w51
788,32000007,7101,2026-12-21,WEEK,POST_FCST,5203.0,w52
789,32000007,7101,2025-12-29,WEEK,ACTUAL,4794.0,w01
790,32000007,7101,2026-01-05,WEEK,ACTUAL,4966.0,w02
791,32000007,7101,2026-01-12,WEEK,ACTUAL,5168.0,w03
792,32000007,7101,2026-01-19,WEEK,ACTUAL,5390.0,w04
793,32000007,7101,2026-01-26,WEEK,ACTUAL,5694.0,w05
794,32000007,7101,2026-02-02,WEEK,ACTUAL,5444.0,w06
795,32000007,7101,2026-02-09,WEEK,ACTUAL,5696.0,w07
796,32000007,7101,2026-02-16,WEEK,ACTUAL,5632.0,w08
797,32000007,7101,2026-02-23,WEEK,ACTUAL,6584.0,w09
798,32000007,7101,2026-03-02,WEEK,ACTUAL,6312.0,w10
799,32000008,7101,2025-12-29,WEEK,IBP,4436.0,w01
800,32000008,7101,2026-01-05,WEEK,IBP,4379.0,w02
801,32000008,7101,2026-01-12,WEEK,IBP,4489.0,w03
802,32000008,7101,2026-01-19,WEEK,IBP,4327.0,w04
803,32000008,7101,2026-01-26,WEEK,IBP,4843.0,w05
804,32000008,7101,2026-02-02,WEEK,IBP,4929.0,w06
805,32000008,7101,2026-02-09,WEEK,IBP,4690.0,w07
